fid,tipo,cd_geocodd,nm_municip,cd_geocodb,area_ha,area_km2,densid_pop,nm_subdist,nm_meso,nm_micro,cd_geocodi,cd_geocods,id,SHAPE__Length,nm_bairro,SHAPE__Area,nm_distrit,cd_geocodm
1569,URBANO,292740805,SALVADOR, ,64.04229664,64.04239134,3.54452723,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180046,29274080518,52780,5589.30983231906, ,640422.97393421,SALVADOR,2927408
1570,URBANO,292740805,SALVADOR, ,7.31338624,7.31339703,136.05168646,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180047,29274080518,52781,1507.05984247709, ,73133.868177205,SALVADOR,2927408
1571,URBANO,292740805,SALVADOR, ,16.92335272,16.92337772,81.60309502,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180048,29274080518,52782,2671.24534802764, ,169233.5216742,SALVADOR,2927408
1572,URBANO,292740805,SALVADOR, ,1.1187714,1.11877305,1008.24738184,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180049,29274080518,52783,480.025469700806, ,11187.710901215,SALVADOR,2927408
1573,URBANO,292740805,SALVADOR, ,2.67643514,2.67643909,187.56264685,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180050,29274080518,52784,919.917372066298, ,26764.34634814,SALVADOR,2927408
1574,URBANO,292740805,SALVADOR, ,2.99219241,2.99219683,271.70672503,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180051,29274080518,52785,993.61680063911, ,29921.92283966,SALVADOR,2927408
1575,URBANO,292740805,SALVADOR, ,8.71588148,8.71589434,78.82151541,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180052,29274080518,52786,1567.32920969965, ,87158.805179825,SALVADOR,2927408
1576,URBANO,292740805,SALVADOR, ,4.4717773,4.4717839,192.54061021,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180053,29274080518,52787,1036.27469127444, ,44717.773965215,SALVADOR,2927408
1577,URBANO,292740805,SALVADOR, ,2.08807693,2.08808001,348.16673541,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180054,29274080518,52788,598.996744904392, ,20880.770429125,SALVADOR,2927408
1578,URBANO,292740805,SALVADOR, ,7.55132544,7.55133658,76.80759476,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180055,29274080518,52789,1869.57663005191, ,75513.26532393,SALVADOR,2927408
1579,URBANO,292740805,SALVADOR, ,2.07136802,2.07137108,245.24818639,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180056,29274080518,52790,604.019730948787, ,20713.67711698,SALVADOR,2927408
1580,URBANO,292740805,SALVADOR, ,1.04230732,1.04230886,519.99941975,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180057,29274080518,52791,539.990409889203, ,10423.07663962,SALVADOR,2927408
1581,URBANO,292740805,SALVADOR, ,3.41447491,3.41447995,281.44842372,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180058,29274080518,52792,1121.22125552076, ,34144.74707575,SALVADOR,2927408
1582,URBANO,292740805,SALVADOR, ,3.53373217,3.53373738,314.39800961,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180059,29274080518,52793,937.849840247409, ,35337.314100475,SALVADOR,2927408
1583,URBANO,292740805,SALVADOR, ,11.62997143,11.62998861,72.3990391,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180060,29274080518,52794,2785.95281016935, ,116299.714464695,SALVADOR,2927408
1584,URBANO,292740805,SALVADOR, ,43.42892769,43.42899185,15.79589972,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180061,29274080518,52795,4984.11163831463, ,434289.259931615,SALVADOR,2927408
1585,URBANO,292740805,SALVADOR, ,3.28311584,3.28312069,242.75683902,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180062,29274080518,52796,912.832527889104, ,32831.152740145,SALVADOR,2927408
1586,URBANO,292740805,SALVADOR, ,10.26883057,10.26884575,93.38926916,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180063,29274080518,52797,1399.85044209626, ,102688.313368145,SALVADOR,2927408
1587,URBANO,292740805,SALVADOR, ,5.80032013,5.8003287,178.78297148,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180064,29274080518,52798,970.58332736039, ,58003.203743685,SALVADOR,2927408
1588,URBANO,292740805,SALVADOR, ,3.6785744,3.67857984,239.49459769,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180065,29274080518,52799,1470.76471208229, ,36785.740441265,SALVADOR,2927408
1589,URBANO,292740805,SALVADOR, ,4.84132136,4.84132853,185.48627601,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180066,29274080518,52800,1179.39329928029, ,48413.21676008,SALVADOR,2927408
1590,URBANO,292740805,SALVADOR, ,8.7973665,8.79737952,119.4673934,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180067,29274080518,52801,1688.95220783615, ,87973.663002145,SALVADOR,2927408
1591,URBANO,292740805,SALVADOR, ,14.64820309,14.64822479,64.78600744,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180068,29274080518,52802,1558.88577359386, ,146482.032375375,SALVADOR,2927408
1592,URBANO,292740805,SALVADOR, ,7.62989106,7.62990236,66.18695449,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180069,29274080518,52803,1638.18801377312, ,76298.914918085,SALVADOR,2927408
1593,URBANO,292740805,SALVADOR, ,2.74868127,2.74868534,173.90131662,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180070,29274080518,52804,767.83449006158, ,27486.811022,SALVADOR,2927408
1594,URBANO,292740805,SALVADOR, ,3.23668301,3.2366878,136.86831318,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180071,29274080518,52805,751.288074820561, ,32366.830231935,SALVADOR,2927408
1595,URBANO,292740805,SALVADOR, ,1.27659622,1.27659811,539.71566799,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180072,29274080518,52806,644.23524936924, ,12765.96300184,SALVADOR,2927408
1596,URBANO,292740805,SALVADOR, ,17.86157766,17.86160409,50.9472719,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180073,29274080518,52807,2997.16528388783, ,178615.77820557,SALVADOR,2927408
1597,URBANO,292740805,SALVADOR, ,97.02788797,97.02803154,0.7420536,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180074,29274080518,52808,4199.635354818, ,970278.84802158,SALVADOR,2927408
1598,URBANO,292740805,SALVADOR, ,88.31199561,88.31212634,1.40411068,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180075,29274080518,52809,3837.03764446818, ,883119.96984198,SALVADOR,2927408
1599,URBANO,292740805,SALVADOR, ,7.09635972,7.09637023,74.4042352,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180076,29274080518,52810,1410.09309691587, ,70963.598207085,SALVADOR,2927408
1600,URBANO,292740805,SALVADOR, ,10.05257828,10.05259319,106.24124345,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180077,29274080518,52811,2021.83652543142, ,100525.777333095,SALVADOR,2927408
1601,URBANO,292740805,SALVADOR, ,2.40642834,2.40643191,335.35127168,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180078,29274080518,52812,667.930772182468, ,24064.28447521,SALVADOR,2927408
1602,URBANO,292740805,SALVADOR, ,4.72549471,4.72550172,266.84997178,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180079,29274080518,52813,939.744561694594, ,47254.940328255,SALVADOR,2927408
1603,URBANO,292740805,SALVADOR, ,3.04736137,3.04736589,201.48548696,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180080,29274080518,52814,764.302677295075, ,30473.614678205,SALVADOR,2927408
1604,URBANO,292740805,SALVADOR, ,2.14180067,2.14180385,420.67344358,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180081,29274080518,52815,956.915439472583, ,21418.00830433,SALVADOR,2927408
1605,URBANO,292740805,SALVADOR, ,2.52837103,2.52837478,367.82521602,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180082,29274080518,52816,784.709873062176, ,25283.705135795,SALVADOR,2927408
1606,URBANO,292740805,SALVADOR, ,3.36981767,3.36982267,303.87355673,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180083,29274080518,52817,840.813152739966, ,33698.173800185,SALVADOR,2927408
1607,URBANO,292740805,SALVADOR, ,2.58673065,2.58673449,393.93296986,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180084,29274080518,52818,762.668574391413, ,25867.30272805,SALVADOR,2927408
1608,URBANO,292740805,SALVADOR, ,2.41165643,2.41166001,305.18397956,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180085,29274080518,52819,632.306176573555, ,24116.571263525,SALVADOR,2927408
1609,URBANO,292740805,SALVADOR, ,2.95052602,2.9505304,397.89456145,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180086,29274080518,52820,866.058008738878, ,29505.259111735,SALVADOR,2927408
1610,URBANO,292740805,SALVADOR, ,2.27227582,2.27227919,245.12832893,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180087,29274080518,52821,620.99625762583, ,22722.75470644,SALVADOR,2927408
1611,URBANO,292740805,SALVADOR, ,2.49539808,2.49540179,256.07098771,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180088,29274080518,52822,791.713352495973, ,24953.987128265,SALVADOR,2927408
1612,URBANO,292740805,SALVADOR, ,3.53907389,3.53907914,193.83573318,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180089,29274080518,52823,1105.60630722668, ,35390.736926035,SALVADOR,2927408
1613,URBANO,292740805,SALVADOR, ,2.39406475,2.3940683,366.73974551,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180090,29274080518,52824,857.335840601788, ,23940.64950201,SALVADOR,2927408
1614,URBANO,292740805,SALVADOR, ,86.01073115,86.01085864,32.84469013,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180091,29274080518,52825,8512.78559929386, ,860107.32814253,SALVADOR,2927408
1615,URBANO,292740805,SALVADOR, ,5.46065494,5.46066304,174.88718733,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180092,29274080518,52826,1071.73889855408, ,54606.55205579,SALVADOR,2927408
1616,URBANO,292740805,SALVADOR, ,16.83257074,16.83259568,28.45669254,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180093,29274080518,52827,2205.8163955292, ,168325.69005532,SALVADOR,2927408
1617,URBANO,292740805,SALVADOR, ,18.22539486,18.22542189,110.50498649,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180094,29274080518,52828,2432.41291651117, ,182253.951288675,SALVADOR,2927408
1618,URBANO,292740805,SALVADOR, ,9.92729169,9.92730642,204.68794989,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180095,29274080518,52829,1317.011366794, ,99272.917715795,SALVADOR,2927408
1619,URBANO,292740805,SALVADOR, ,2.60474058,2.60474445,381.61133247,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180096,29274080518,52830,1123.73034508334, ,26047.407955685,SALVADOR,2927408
1620,URBANO,292740805,SALVADOR, ,4.89465127,4.89465853,307.47803764,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180097,29274080518,52831,1199.60887889995, ,48946.50354562,SALVADOR,2927408
1621,URBANO,292740805,SALVADOR, ,2.2592496,2.25925295,330.19764335,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180098,29274080518,52832,990.222609041155, ,22592.49957315,SALVADOR,2927408
1622,URBANO,292740805,SALVADOR, ,1.07746847,1.07747007,518.80791345,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180099,29274080518,52833,522.762773434776, ,10774.68201372,SALVADOR,2927408
1623,URBANO,292740805,SALVADOR, ,2.27708643,2.27708981,414.56423792,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180100,29274080518,52834,683.083639645913, ,22770.866369095,SALVADOR,2927408
1624,URBANO,292740805,SALVADOR, ,2.60968453,2.60968841,323.02707011,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180101,29274080518,52835,753.778270299769, ,26096.84656466,SALVADOR,2927408
1625,URBANO,292740805,SALVADOR, ,1.46933764,1.46933982,299.45421297,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180102,29274080518,52836,581.730026611065, ,14693.378554895,SALVADOR,2927408
1626,URBANO,292740805,SALVADOR, ,3.03494341,3.03494792,301.81737072,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180103,29274080518,52837,991.466282848106, ,30349.43236792,SALVADOR,2927408
1627,URBANO,292740805,SALVADOR, ,2.88158018,2.88158446,291.85332341,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180104,29274080518,52838,713.528264446343, ,28815.800051885,SALVADOR,2927408
1628,URBANO,292740805,SALVADOR, ,8.46040613,8.4604187,211.8098482,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180105,29274080518,52839,1536.1182979551, ,84604.0613139,SALVADOR,2927408
1629,URBANO,292740805,SALVADOR, ,4.99548699,4.99549442,208.38778158,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180106,29274080518,52840,1759.49183733372, ,49954.86115065,SALVADOR,2927408
1630,URBANO,292740805,SALVADOR, ,2.75494667,2.75495077,329.58846685,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180107,29274080518,52841,1054.91734820211, ,27549.46729808,SALVADOR,2927408
1631,URBANO,292740805,SALVADOR, ,41.33474253,41.3348039,28.61994949,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180108,29274080518,52842,5618.31428414934, ,413347.42049416,SALVADOR,2927408
1632,URBANO,292740805,SALVADOR, ,201.56591707,201.56621737,1.84554736,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180109,29274080518,52843,6956.47538702077, ,2015659.19490911,SALVADOR,2927408
1633,URBANO,292740805,SALVADOR, ,1.16960546,1.1696072,436.04382805,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180110,29274080518,52844,555.032116800616, ,11696.05923771,SALVADOR,2927408
1634,URBANO,292740805,SALVADOR, ,0.70514214,0.70514319,560.16991546,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180111,29274080518,52845,479.626340600791, ,7051.42092789,SALVADOR,2927408
1635,URBANO,292740805,SALVADOR, ,1.42384775,1.42384987,408.04863804,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180112,29274080518,52846,545.486428160603, ,14238.470234885,SALVADOR,2927408
1636,URBANO,292740805,SALVADOR, ,1.5696536,1.56965593,387.98311615,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180113,29274080518,52847,553.293877872841, ,15696.53927824,SALVADOR,2927408
1637,URBANO,292740805,SALVADOR, ,1.61920102,1.61920343,407.60783342,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180114,29274080518,52848,647.710843835135, ,16192.00648505,SALVADOR,2927408
1638,URBANO,292740805,SALVADOR, ,1.54243591,1.54243821,405.85094167,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180115,29274080518,52849,658.610946533036, ,15424.363676905,SALVADOR,2927408
1639,URBANO,292740805,SALVADOR, ,1.94397344,1.94397634,602.3735878,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180116,29274080518,52850,876.403820712925, ,19439.73900944,SALVADOR,2927408
1640,URBANO,292740805,SALVADOR, ,2.618521,2.6185249,309.71635938,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180117,29274080518,52851,804.621844425001, ,26185.210982065,SALVADOR,2927408
1641,URBANO,292740805,SALVADOR, ,1.43320903,1.43321116,593.07380738,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180118,29274080518,52852,826.131754951753, ,14332.09184386,SALVADOR,2927408
1642,URBANO,292740805,SALVADOR, ,2.90840748,2.90841181,351.39452989,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180119,29274080518,52853,1284.56661805114, ,29084.078216435,SALVADOR,2927408
1643,URBANO,292740805,SALVADOR, ,1.29546603,1.29546796,717.88730418,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180120,29274080518,52854,748.391488970911, ,12954.662677885,SALVADOR,2927408
1644,URBANO,292740805,SALVADOR, ,1.94677341,1.94677631,474.63080252,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180121,29274080518,52855,719.469861220797, ,19467.73209244,SALVADOR,2927408
1645,URBANO,292740805,SALVADOR, ,1.76538454,1.76538717,339.8687891,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180122,29274080518,52856,620.482249000969, ,17653.84566999,SALVADOR,2927408
1646,URBANO,292740805,SALVADOR, ,27.77243078,27.77247208,21.6041265,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180123,29274080518,52857,4185.71920334105, ,277724.30189474,SALVADOR,2927408
1647,URBANO,292740805,SALVADOR, ,3.37996348,3.3799685,247.33958292,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180124,29274080518,52858,1031.69613294537, ,33799.63280641,SALVADOR,2927408
1648,URBANO,292740805,SALVADOR, ,2.51526696,2.5152707,316.46693169,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180125,29274080518,52859,886.586479240619, ,25152.66508794,SALVADOR,2927408
1649,URBANO,292740805,SALVADOR, ,3.42295573,3.42296081,276.9532145,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180126,29274080518,52860,1378.81124182926, ,34229.55836667,SALVADOR,2927408
1650,URBANO,292740805,SALVADOR, ,2.2247658,2.2247691,334.41672639,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180127,29274080518,52861,781.978270190853, ,22247.66191979,SALVADOR,2927408
1651,URBANO,292740805,SALVADOR, ,6.90032618,6.90033642,102.31385213,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180128,29274080518,52862,1394.80441881253, ,69003.264620235,SALVADOR,2927408
1652,URBANO,292740805,SALVADOR, ,8.7819985,8.78201154,91.43691015,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180129,29274080518,52863,2371.29097658152, ,87820.00568202,SALVADOR,2927408
1653,URBANO,292740805,SALVADOR, ,1.31576485,1.31576681,625.49077518,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180130,29274080518,52864,525.081974749785, ,13157.647410625,SALVADOR,2927408
1654,URBANO,292740805,SALVADOR, ,1.44044496,1.4404471,519.28321417,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180131,29274080518,52865,557.693216941822, ,14404.455119775,SALVADOR,2927408
1655,URBANO,292740805,SALVADOR, ,1.06648294,1.06648452,468.83005781,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180132,29274080518,52866,500.352359671684, ,10664.82703625,SALVADOR,2927408
1656,URBANO,292740805,SALVADOR, ,1.36513565,1.36513768,601.40454289,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180133,29274080518,52867,559.570126037617, ,13651.35166729,SALVADOR,2927408
1657,URBANO,292740805,SALVADOR, ,0.92901808,0.92901946,604.93889119,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180134,29274080518,52868,464.391844937691, ,9290.18280932,SALVADOR,2927408
1658,URBANO,292740805,SALVADOR, ,3.92942408,3.92942992,349.92353266,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180135,29274080518,52869,1221.64972507166, ,39294.24399153,SALVADOR,2927408
1659,URBANO,292740805,SALVADOR, ,18.78092252,18.78095041,72.36055524,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180136,29274080518,52870,2736.6468844724, ,187809.221737015,SALVADOR,2927408
1660,URBANO,292740805,SALVADOR, ,10.1206654,10.12068044,55.72747835,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180137,29274080518,52871,1320.37585278506, ,101206.653432505,SALVADOR,2927408
1661,URBANO,292740805,SALVADOR, ,20.77546269,20.77549351,82.93425131,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180138,29274080518,52872,2155.40888800019, ,207754.622424945,SALVADOR,2927408
1662,URBANO,292740805,SALVADOR, ,2.49572044,2.49572414,144.24671126,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180139,29274080518,52873,648.954724864492, ,24957.20190596,SALVADOR,2927408
1663,URBANO,292740805,SALVADOR, ,1.90692444,1.90692727,425.81592604,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180140,29274080518,52874,710.893118923707, ,19069.246004145,SALVADOR,2927408
1664,URBANO,292740805,SALVADOR, ,52.51101016,52.51108832,17.38680399,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180141,29274080518,52875,6011.81138275978, ,525110.08942521,SALVADOR,2927408
1665,URBANO,292740805,SALVADOR, ,271.73655799,271.73696465,0.00368003,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180142,29274080518,52876,8043.55341629102, ,2717365.53972104,SALVADOR,2927408
1666,URBANO,292740805,SALVADOR, ,31.7348968,31.73494422,16.73234389,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180143,29274080518,52877,3775.19040811647, ,317348.981615585,SALVADOR,2927408
1667,URBANO,292740805,SALVADOR, ,2.49349463,2.49349836,184.47976875,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180144,29274080518,52878,1016.04019776883, ,24934.928181755,SALVADOR,2927408
1668,URBANO,292740805,SALVADOR, ,36.49451282,36.49456724,1.20565891,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180145,29274080518,52879,2830.09884407935, ,364945.138411625,SALVADOR,2927408
1669,URBANO,292740805,SALVADOR, ,4.12000053,4.12000667,172.08710013,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180146,29274080518,52880,817.969648103772, ,41200.00607047,SALVADOR,2927408
1670,URBANO,292740805,SALVADOR, ,2.69484657,2.69485058,210.77235366,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180147,29274080518,52881,735.914647994648, ,26948.47455219,SALVADOR,2927408
1671,URBANO,292740805,SALVADOR, ,15.85794656,15.8579702,108.77810832,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180148,29274080518,52882,2036.43660760145, ,158579.45013644,SALVADOR,2927408
1672,URBANO,292740805,SALVADOR, ,5.8288934,5.82890209,162.63783219,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180149,29274080518,52883,1000.92105752227, ,58288.924209085,SALVADOR,2927408
1673,URBANO,292740805,SALVADOR, ,27.34633337,27.34637407,32.54544818,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180150,29274080518,52884,2557.79762971613, ,273463.326513625,SALVADOR,2927408
1674,URBANO,292740805,SALVADOR, ,208.52506887,208.52537952,8.07575559,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180151,29274080518,52885,17719.5474380095, ,2085250.69211509,SALVADOR,2927408
1675,URBANO,292740805,SALVADOR, ,2.3372639,2.33726739,310.6191459,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180152,29274080518,52886,684.691285057854, ,23372.644807,SALVADOR,2927408
1676,URBANO,292740805,SALVADOR, ,1.60519296,1.60519535,410.54193066,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180153,29274080518,52887,531.845599497943, ,16051.923369875,SALVADOR,2927408
1677,URBANO,292740805,SALVADOR, ,1.42167513,1.42167725,492.37616976,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180154,29274080518,52888,736.455301242706, ,14216.754346545,SALVADOR,2927408
1678,URBANO,292740805,SALVADOR, ,4.7022044,4.70221141,232.65648966,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180155,29274080518,52889,1334.92035609283, ,47022.03412243,SALVADOR,2927408
1679,URBANO,292740805,SALVADOR, ,1.23679979,1.23680163,501.29300116,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180156,29274080518,52890,488.404912817628, ,12367.99802845,SALVADOR,2927408
1680,URBANO,292740805,SALVADOR, ,1.85605461,1.85605738,347.51080894,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180157,29274080518,52891,717.293416669628, ,18560.54915564,SALVADOR,2927408
1681,URBANO,292740805,SALVADOR, ,1.21716721,1.21716902,389.42824752,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180158,29274080518,52892,446.034704566569, ,12171.676132045,SALVADOR,2927408
1682,URBANO,292740805,SALVADOR, ,1.68913775,1.68914027,250.42325252,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180159,29274080518,52893,562.635785546656, ,16891.3781301,SALVADOR,2927408
1683,URBANO,292740805,SALVADOR, ,13.17663598,13.17665553,59.04381415,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180160,29274080518,52894,1969.37626288556, ,131766.34799698,SALVADOR,2927408
1684,URBANO,292740805,SALVADOR, ,3.85820567,3.85821139,273.44276752,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180161,29274080518,52895,1213.19669556799, ,38582.0604438,SALVADOR,2927408
1685,URBANO,292740805,SALVADOR, ,28.77001849,28.7700612,58.39403636,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180162,29274080518,52896,2952.50085675773, ,287700.19581365,SALVADOR,2927408
1686,URBANO,292740805,SALVADOR, ,1.87494886,1.87495165,201.07185215,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180177,29274080518,52911,546.695337324527, ,18749.49203572,SALVADOR,2927408
1687,URBANO,292740805,SALVADOR, ,2.82154413,2.82154832,186.77688263,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180178,29274080518,52912,818.240076436115, ,28215.44163031,SALVADOR,2927408
1688,URBANO,292740805,SALVADOR, ,9.79696943,9.79698399,76.04381111,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180179,29274080518,52913,1531.7844028656, ,97969.711010045,SALVADOR,2927408
1689,URBANO,292740805,SALVADOR, ,20.55694184,20.5569724,80.79983606,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180180,29274080518,52914,2561.17418926194, ,205569.412705705,SALVADOR,2927408
1690,URBANO,292740805,SALVADOR, ,4.88706697,4.88707423,248.00114395,PIRAJÁ,METROPOLITANA DE SALVADOR,SALVADOR,292740805180181,29274080518,52915,1339.84941907461, ,48870.675914555,SALVADOR,2927408
