fid,tipo,cd_geocodd,nm_municip,cd_geocodb,area_ha,area_km2,densid_pop,nm_subdist,nm_meso,nm_micro,cd_geocodi,cd_geocods,id,SHAPE__Length,nm_bairro,SHAPE__Area,nm_distrit,cd_geocodm
478,URBANO,292740805,SALVADOR, ,1.78071834,1.78072098,251.58349066,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070060,29274080507,51786,776.73018057603, ,17807.184200515,SALVADOR,2927408
479,URBANO,292740805,SALVADOR, ,1.68318726,1.68318975,543.01661422,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070061,29274080507,51787,691.351521348059, ,16831.869892245,SALVADOR,2927408
480,URBANO,292740805,SALVADOR, ,1.53397928,1.53398155,685.79703618,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070062,29274080507,51788,601.232597623307, ,15339.80044665,SALVADOR,2927408
481,URBANO,292740805,SALVADOR, ,0.86916111,0.86916239,808.82468491,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070063,29274080507,51789,450.343540124991, ,8691.613450225,SALVADOR,2927408
482,URBANO,292740805,SALVADOR, ,2.5002796,2.5002833,334.36210973,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070064,29274080507,51790,953.874569462771, ,25002.795220125,SALVADOR,2927408
483,URBANO,292740805,SALVADOR, ,11.38235241,11.38236926,41.37978562,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070065,29274080507,51791,2113.20120255225, ,113823.517968475,SALVADOR,2927408
484,URBANO,292740805,SALVADOR, ,0.81057812,0.81057932,569.96272866,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070066,29274080507,51792,522.838955076568, ,8105.778161015,SALVADOR,2927408
485,URBANO,292740805,SALVADOR, ,1.30088617,1.3008881,564.22992998,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070067,29274080507,51793,526.232869459882, ,13008.860919455,SALVADOR,2927408
486,URBANO,292740805,SALVADOR, ,1.65647602,1.65647847,186.54030551,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070068,29274080507,51794,546.27717699858, ,16564.762971235,SALVADOR,2927408
487,URBANO,292740805,SALVADOR, ,1.2598132,1.25981507,326.23835896,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070069,29274080507,51795,460.423586115342, ,12598.13070178,SALVADOR,2927408
488,URBANO,292740805,SALVADOR, ,5.60849752,5.60850583,138.5395726,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070070,29274080507,51796,1235.90418964245, ,56084.97531043,SALVADOR,2927408
489,URBANO,292740805,SALVADOR, ,13.3304334,13.33045315,72.69070221,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070071,29274080507,51797,1651.33381870025, ,133304.32617686,SALVADOR,2927408
490,URBANO,292740805,SALVADOR, ,2.23831684,2.23832015,490.99321155,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070072,29274080507,51798,631.775426429552, ,22383.17727143,SALVADOR,2927408
491,URBANO,292740805,SALVADOR, ,1.17079632,1.17079805,531.26155967,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070073,29274080507,51799,774.650977168532, ,11707.9625702,SALVADOR,2927408
492,URBANO,292740805,SALVADOR, ,17.14534617,17.14537155,139.22124658,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070074,29274080507,51800,2256.24395181509, ,171453.45795776,SALVADOR,2927408
493,URBANO,292740805,SALVADOR, ,6.60396521,6.60397498,175.34893802,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070075,29274080507,51801,1120.67230264995, ,66039.651128815,SALVADOR,2927408
494,URBANO,292740805,SALVADOR, ,0.63552808,0.63552902,454.73926725,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070076,29274080507,51802,516.79387031793, ,6355.28332702,SALVADOR,2927408
495,URBANO,292740805,SALVADOR, ,1.88254566,1.88254844,498.79194496,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070077,29274080507,51803,882.764918978317, ,18825.4623646,SALVADOR,2927408
496,URBANO,292740805,SALVADOR, ,1.80936877,1.80937145,320.00062825,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070078,29274080507,51804,663.374708383846, ,18093.685313755,SALVADOR,2927408
497,URBANO,292740805,SALVADOR, ,1.38492357,1.38492561,485.94667677,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070079,29274080507,51805,534.72433014806, ,13849.238251695,SALVADOR,2927408
498,URBANO,292740805,SALVADOR, ,1.85671085,1.8567136,402.86234857,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070080,29274080507,51806,505.418991465066, ,18567.104974975,SALVADOR,2927408
499,URBANO,292740805,SALVADOR, ,7.78991525,7.78992676,117.45938425,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070081,29274080507,51807,1905.03411360694, ,77899.154240645,SALVADOR,2927408
500,URBANO,292740805,SALVADOR, ,2.6207685,2.62077237,443.38074265,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070082,29274080507,51808,976.168067329077, ,26207.682784305,SALVADOR,2927408
501,URBANO,292740805,SALVADOR, ,2.19391883,2.19392207,443.49797673,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070083,29274080507,51809,856.820468607286, ,21939.192199835,SALVADOR,2927408
502,URBANO,292740805,SALVADOR, ,2.3108429,2.31084631,328.451095,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070084,29274080507,51810,698.718275304457, ,23108.4349712,SALVADOR,2927408
503,URBANO,292740805,SALVADOR, ,1.03475552,1.03475705,540.22342877,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070085,29274080507,51811,453.162964619106, ,10347.55274927,SALVADOR,2927408
504,URBANO,292740805,SALVADOR, ,2.10497347,2.10497658,480.29037998,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070086,29274080507,51812,601.672485502125, ,21049.732439495,SALVADOR,2927408
505,URBANO,292740805,SALVADOR, ,2.49914476,2.49914845,372.52689059,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070087,29274080507,51813,669.797961395702, ,24991.446700765,SALVADOR,2927408
506,URBANO,292740805,SALVADOR, ,5.79994971,5.79995827,144.82862825,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070088,29274080507,51814,1253.12846688722, ,57999.493096215,SALVADOR,2927408
507,URBANO,292740805,SALVADOR, ,6.7418437,6.74185365,118.66172748,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070089,29274080507,51815,1625.93115881822, ,67418.42930802,SALVADOR,2927408
508,URBANO,292740805,SALVADOR, ,3.35383272,3.35383767,104.35806214,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070090,29274080507,51816,1275.8285977891, ,33538.31921893,SALVADOR,2927408
509,URBANO,292740805,SALVADOR, ,1.54327066,1.54327293,381.65640534,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070091,29274080507,51817,823.894012465934, ,15432.71027776,SALVADOR,2927408
510,URBANO,292740805,SALVADOR, ,4.00156143,4.00156734,221.16334029,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070092,29274080507,51818,885.551592487308, ,40015.61337858,SALVADOR,2927408
511,URBANO,292740805,SALVADOR, ,2.07579102,2.07579409,514.98364149,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070093,29274080507,51819,732.94378574877, ,20757.90694122,SALVADOR,2927408
512,URBANO,292740805,SALVADOR, ,5.13056534,5.13057292,199.39293634,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070094,29274080507,51820,1028.81713366038, ,51305.65674835,SALVADOR,2927408
513,URBANO,292740805,SALVADOR, ,1.93769723,1.93770009,298.80785085,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070095,29274080507,51821,629.266175970369, ,19376.96540686,SALVADOR,2927408
514,URBANO,292740805,SALVADOR, ,0.67925491,0.67925592,622.74025005,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070096,29274080507,51822,619.422658449692, ,6792.5489146,SALVADOR,2927408
515,URBANO,292740805,SALVADOR, ,2.59384336,2.59384719,328.08409192,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070097,29274080507,51823,678.203037612625, ,25938.43458349,SALVADOR,2927408
516,URBANO,292740805,SALVADOR, ,1.67575041,1.67575289,551.39394684,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070098,29274080507,51824,769.233862166326, ,16757.50624323,SALVADOR,2927408
517,URBANO,292740805,SALVADOR, ,1.6278666,1.62786901,442.29603033,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070099,29274080507,51825,530.555230420983, ,16278.669426465,SALVADOR,2927408
518,URBANO,292740805,SALVADOR, ,39.41562999,39.41568833,15.67903609,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070100,29274080507,51826,4037.07984260506, ,394156.295059805,SALVADOR,2927408
519,URBANO,292740805,SALVADOR, ,3.04271713,3.04272163,291.1866764,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070101,29274080507,51827,931.502262221727, ,30427.16991307,SALVADOR,2927408
520,URBANO,292740805,SALVADOR, ,2.12148176,2.12148489,500.12140246,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070102,29274080507,51828,963.70025058967, ,21214.81642653,SALVADOR,2927408
521,URBANO,292740805,SALVADOR, ,5.77710926,5.77711782,89.66408795,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070103,29274080507,51829,1521.84872455582, ,57771.090092925,SALVADOR,2927408
522,URBANO,292740805,SALVADOR, ,33.38931112,33.38936066,10.12298509,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070104,29274080507,51830,3064.83632229632, ,333893.1154744,SALVADOR,2927408
523,URBANO,292740805,SALVADOR, ,2.03057797,2.03058098,359.99549264,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070105,29274080507,51831,600.500456372144, ,20305.78250048,SALVADOR,2927408
524,URBANO,292740805,SALVADOR, ,1.5827705,1.58277285,395.50842744,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070106,29274080507,51832,993.585177186887, ,15827.69856016,SALVADOR,2927408
525,URBANO,292740805,SALVADOR, ,3.01945739,3.01946187,398.7465492,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070107,29274080507,51833,984.834261374266, ,30194.57741147,SALVADOR,2927408
526,URBANO,292740805,SALVADOR, ,1.6456596,1.64566204,261.29301717,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070108,29274080507,51834,761.870691417702, ,16456.596367385,SALVADOR,2927408
527,URBANO,292740805,SALVADOR, ,1.33452216,1.33452414,238.2871838,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070109,29274080507,51835,511.104374882594, ,13345.222461645,SALVADOR,2927408
528,URBANO,292740805,SALVADOR, ,1.54739519,1.54739748,453.66494979,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070110,29274080507,51836,608.683396609767, ,15473.95368649,SALVADOR,2927408
529,URBANO,292740805,SALVADOR, ,1.67227718,1.67227966,409.02249663,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070111,29274080507,51837,729.084399046509, ,16722.772166855,SALVADOR,2927408
530,URBANO,292740805,SALVADOR, ,1.75184161,1.75184421,557.6979924,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070112,29274080507,51838,722.55168895333, ,17518.416542975,SALVADOR,2927408
531,URBANO,292740805,SALVADOR, ,3.59011261,3.59011793,149.02017423,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070113,29274080507,51839,840.806187028109, ,35901.125666025,SALVADOR,2927408
532,URBANO,292740805,SALVADOR, ,2.34282907,2.34283254,307.74713423,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070114,29274080507,51840,832.15595801648, ,23428.287340685,SALVADOR,2927408
533,URBANO,292740805,SALVADOR, ,2.62826951,2.6282734,284.97796278,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070115,29274080507,51841,976.181237082018, ,26282.69686609,SALVADOR,2927408
534,URBANO,292740805,SALVADOR, ,3.4128557,3.41286076,181.07975762,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070116,29274080507,51842,1655.98470129267, ,34128.55927612,SALVADOR,2927408
535,URBANO,292740805,SALVADOR, ,1.5426826,1.54268488,444.67927762,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070117,29274080507,51843,506.54666913231, ,15426.82419076,SALVADOR,2927408
536,URBANO,292740805,SALVADOR, ,2.18980497,2.18980821,135.6283161,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070118,29274080507,51844,954.178163374422, ,21898.05102441,SALVADOR,2927408
537,URBANO,292740805,SALVADOR, ,5.78692962,5.7869382,123.03570133,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070119,29274080507,51845,1758.79704344684, ,57869.308602445,SALVADOR,2927408
538,URBANO,292740805,SALVADOR, ,15.95875743,15.95878109,23.18472808,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070120,29274080507,51846,1661.77948178448, ,159587.57242383,SALVADOR,2927408
539,URBANO,292740805,SALVADOR, ,39.31528329,39.31534152,41.56138384,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070121,29274080507,51847,3505.12652499818, ,393152.841198605,SALVADOR,2927408
540,URBANO,292740805,SALVADOR, ,10.31204928,10.31206456,75.83350506,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070122,29274080507,51848,1424.52231252124, ,103120.4886548,SALVADOR,2927408
541,URBANO,292740805,SALVADOR, ,6.67858728,6.67859717,50.0105024,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070123,29274080507,51849,1680.13546703678, ,66785.882247425,SALVADOR,2927408
542,URBANO,292740805,SALVADOR, ,1.90134856,1.90135137,17.35607661,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070124,29274080507,51850,754.559554885727, ,19013.48462719,SALVADOR,2927408
543,URBANO,292740805,SALVADOR, ,1.25152662,1.25152847,488.2030385,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070125,29274080507,51851,512.790869235067, ,12515.27046001,SALVADOR,2927408
544,URBANO,292740805,SALVADOR, ,2.47319405,2.4731977,373.60539416,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070126,29274080507,51852,735.575163127321, ,24731.942002515,SALVADOR,2927408
545,URBANO,292740805,SALVADOR, ,2.8234731,2.82347726,261.02565419,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070127,29274080507,51853,871.319370114087, ,28234.729258745,SALVADOR,2927408
546,URBANO,292740805,SALVADOR, ,2.47931707,2.47932073,364.2126614,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070128,29274080507,51854,783.817654048967, ,24793.17376711,SALVADOR,2927408
547,URBANO,292740805,SALVADOR, ,1.71775534,1.71775787,468.05199543,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070129,29274080507,51855,574.351635370552, ,17177.554559885,SALVADOR,2927408
548,URBANO,292740805,SALVADOR, ,1.78746451,1.78746715,416.23142543,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070130,29274080507,51856,574.932172844477, ,17874.65074921,SALVADOR,2927408
549,URBANO,292740805,SALVADOR, ,3.07817053,3.07817507,188.74819851,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070131,29274080507,51857,1137.38063787867, ,30781.71298421,SALVADOR,2927408
550,URBANO,292740805,SALVADOR, ,2.15903537,2.15903856,201.01540049,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070132,29274080507,51858,668.627429840367, ,21590.35735638,SALVADOR,2927408
551,URBANO,292740805,SALVADOR, ,5.20827966,5.20828735,188.92966798,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070133,29274080507,51859,1067.83379903391, ,52082.795649945,SALVADOR,2927408
552,URBANO,292740805,SALVADOR, ,6.19407685,6.19408599,189.37418713,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070134,29274080507,51860,1446.09775503139, ,61940.77229093,SALVADOR,2927408
553,URBANO,292740805,SALVADOR, ,6.92044711,6.92045732,110.3973285,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070135,29274080507,51861,1208.80711473809, ,69204.47551376,SALVADOR,2927408
554,URBANO,292740805,SALVADOR, ,5.73930538,5.73931386,167.79009203,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070136,29274080507,51862,1460.16135973902, ,57393.044769435,SALVADOR,2927408
555,URBANO,292740805,SALVADOR, ,6.00376024,6.00376911,302.14353152,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070137,29274080507,51863,1449.05677978566, ,60037.601185795,SALVADOR,2927408
556,URBANO,292740805,SALVADOR, ,2.31248333,2.31248675,175.13613865,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070138,29274080507,51864,635.354882630127, ,23124.827556695,SALVADOR,2927408
557,URBANO,292740805,SALVADOR, ,1.66988234,1.66988481,290.4391948,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070139,29274080507,51865,626.210312640588, ,16698.82396085,SALVADOR,2927408
558,URBANO,292740805,SALVADOR, ,4.24640735,4.24641363,212.88552632,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070140,29274080507,51866,1063.69677098882, ,42464.07424303,SALVADOR,2927408
559,URBANO,292740805,SALVADOR, ,1.62710456,1.62710696,357.07548046,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070141,29274080507,51867,801.617390562079, ,16271.0454124,SALVADOR,2927408
560,URBANO,292740805,SALVADOR, ,9.30612079,9.30613456,132.27833662,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070142,29274080507,51868,1335.07153274902, ,93061.21244399,SALVADOR,2927408
561,URBANO,292740805,SALVADOR, ,2.54583632,2.54584008,163.40382205,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070143,29274080507,51869,1042.4623496363, ,25458.362791505,SALVADOR,2927408
562,URBANO,292740805,SALVADOR, ,19.7650029,19.76503213,39.96957833,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070144,29274080507,51870,3406.01550865579, ,197650.03062261,SALVADOR,2927408
563,URBANO,292740805,SALVADOR, ,0.99663543,0.9966369,387.30253689,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070145,29274080507,51871,502.413950838368, ,9966.353295615,SALVADOR,2927408
564,URBANO,292740805,SALVADOR, ,2.17648806,2.17649127,233.8626423,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070146,29274080507,51872,812.494246239679, ,21764.883351345,SALVADOR,2927408
565,URBANO,292740805,SALVADOR, ,1.34104027,1.34104225,492.90020568,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070147,29274080507,51873,451.213046104792, ,13410.400635155,SALVADOR,2927408
566,URBANO,292740805,SALVADOR, ,1.72764285,1.72764541,224.00429932,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070148,29274080507,51874,656.011029996657, ,17276.426051595,SALVADOR,2927408
567,URBANO,292740805,SALVADOR, ,2.01329986,2.01330284,128.14763624,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070149,29274080507,51875,591.48159901281, ,20133.008008475,SALVADOR,2927408
568,URBANO,292740805,SALVADOR, ,0.93981232,0.93981371,792.71029234,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070150,29274080507,51876,495.850528919057, ,9398.11713158,SALVADOR,2927408
569,URBANO,292740805,SALVADOR, ,4.44260922,4.44261578,425.19994872,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070151,29274080507,51877,1168.31047003323, ,44426.085617785,SALVADOR,2927408
570,URBANO,292740805,SALVADOR, ,2.14603873,2.1460419,610.89208016,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070152,29274080507,51878,1120.54936730263, ,21460.39125031,SALVADOR,2927408
571,URBANO,292740805,SALVADOR, ,2.20287717,2.20288043,428.52984095,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070153,29274080507,51879,964.307121017568, ,22028.77802473,SALVADOR,2927408
572,URBANO,292740805,SALVADOR, ,1.77387625,1.77387887,448.17039772,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070154,29274080507,51880,606.119990607993, ,17738.760504605,SALVADOR,2927408
573,URBANO,292740805,SALVADOR, ,0.32802486,0.32802534,1063.94218805,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070155,29274080507,51881,225.15710082786, ,3280.24987557,SALVADOR,2927408
574,URBANO,292740805,SALVADOR, ,0.47949434,0.47949504,1257.57295665,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070156,29274080507,51882,294.839848860526, ,4794.944249585,SALVADOR,2927408
575,URBANO,292740805,SALVADOR, ,0.25801298,0.25801336,1608.44382562,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070157,29274080507,51883,207.941411438913, ,2580.129022505,SALVADOR,2927408
576,URBANO,292740805,SALVADOR, ,0.24760425,0.24760461,1728.56231543,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070158,29274080507,51884,220.201131673095, ,2476.042548985,SALVADOR,2927408
577,URBANO,292740805,SALVADOR, ,0.1366607,0.1366609,4441.6509113,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070159,29274080507,51885,158.882422044992, ,1366.60737541,SALVADOR,2927408
578,URBANO,292740805,SALVADOR, ,3.40676389,3.40676894,299.40392719,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070160,29274080507,51886,1023.39395183376, ,34067.63601512,SALVADOR,2927408
579,URBANO,292740805,SALVADOR, ,2.07179403,2.07179709,187.75969956,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070161,29274080507,51887,796.644042344595, ,20717.937537115,SALVADOR,2927408
580,URBANO,292740805,SALVADOR, ,4.94906183,4.94906914,110.32377696,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070162,29274080507,51888,1085.86213534597, ,49490.623897705,SALVADOR,2927408
581,URBANO,292740805,SALVADOR, ,1.60839223,1.60839461,302.16465423,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070163,29274080507,51889,599.124449887319, ,16083.930976305,SALVADOR,2927408
582,URBANO,292740805,SALVADOR, ,0.3450034,0.34500391,1373.89745581,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070164,29274080507,51890,270.73279524826, ,3450.040150965,SALVADOR,2927408
583,URBANO,292740805,SALVADOR, ,2.28516491,2.2851683,291.88222171,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070165,29274080507,51891,689.584874668657, ,22851.656077685,SALVADOR,2927408
584,URBANO,292740805,SALVADOR, ,0.51541344,0.5154142,692.64680733,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070166,29274080507,51892,361.189988081227, ,5154.12964978,SALVADOR,2927408
585,URBANO,292740805,SALVADOR, ,1.36435711,1.36435913,282.91671299,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070167,29274080507,51893,537.510847288019, ,13643.571756315,SALVADOR,2927408
586,URBANO,292740805,SALVADOR, ,5.0659078,5.06591531,120.41259335,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070168,29274080507,51894,1640.04895882795, ,50659.09026495,SALVADOR,2927408
587,URBANO,292740805,SALVADOR, ,6.25728836,6.25729762,158.37507817,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070169,29274080507,51895,1233.91110617886, ,62572.885111275,SALVADOR,2927408
588,URBANO,292740805,SALVADOR, ,0.73789111,0.73789221,699.28913206,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070170,29274080507,51896,332.94046280256, ,7378.90929848,SALVADOR,2927408
589,URBANO,292740805,SALVADOR, ,6.30787887,6.30788821,109.54537829,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070171,29274080507,51897,1829.76598977981, ,63078.7828689,SALVADOR,2927408
590,URBANO,292740805,SALVADOR, ,2.9613933,2.96139769,238.06326437,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070172,29274080507,51898,957.957392894242, ,29613.934915375,SALVADOR,2927408
591,URBANO,292740805,SALVADOR, ,3.25400372,3.25400854,309.15714812,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070173,29274080507,51899,1383.37324232703, ,32540.03583896,SALVADOR,2927408
592,URBANO,292740805,SALVADOR, ,1.19687485,1.19687662,561.46138071,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070174,29274080507,51900,595.996640004429, ,11968.750999375,SALVADOR,2927408
593,URBANO,292740805,SALVADOR, ,1.08804712,1.08804873,444.83301879,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070175,29274080507,51901,528.411404488494, ,10880.46909049,SALVADOR,2927408
594,URBANO,292740805,SALVADOR, ,1.22197952,1.22198132,738.14548704,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070176,29274080507,51902,707.362693708358, ,12219.79436026,SALVADOR,2927408
595,URBANO,292740805,SALVADOR, ,2.41018311,2.41018667,252.6775239,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070177,29274080507,51903,803.679184812919, ,24101.83483129,SALVADOR,2927408
596,URBANO,292740805,SALVADOR, ,0.66467317,0.66467415,302.40381763,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070178,29274080507,51904,328.875040297943, ,6646.7297895,SALVADOR,2927408
597,URBANO,292740805,SALVADOR, ,1.82201258,1.82201527,485.72589594,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070179,29274080507,51905,756.223148783017, ,18220.12818853,SALVADOR,2927408
598,URBANO,292740805,SALVADOR, ,4.59037097,4.59037776,132.88666696,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070180,29274080507,51906,1417.11621163801, ,45903.702760295,SALVADOR,2927408
599,URBANO,292740805,SALVADOR, ,6.44099155,6.44100108,165.81273432,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070181,29274080507,51907,1210.44316940433, ,64409.9169874,SALVADOR,2927408
600,URBANO,292740805,SALVADOR, ,4.75912686,4.7591339,154.43986577,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070182,29274080507,51908,1033.51512368867, ,47591.26735645,SALVADOR,2927408
601,URBANO,292740805,SALVADOR, ,1.37088829,1.37089031,668.90836663,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070183,29274080507,51909,623.790970758376, ,13708.889086965,SALVADOR,2927408
602,URBANO,292740805,SALVADOR, ,2.52461103,2.52461476,131.50521221,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070184,29274080507,51910,1141.88138190214, ,25246.10281519,SALVADOR,2927408
603,URBANO,292740805,SALVADOR, ,1.83191592,1.83191862,577.53657101,BROTAS,METROPOLITANA DE SALVADOR,SALVADOR,292740805070185,29274080507,51911,663.069859329177, ,18319.159787055,SALVADOR,2927408
